Project Name	Start Time	Elapsed Time	Momentary Overload	LAeq	LAF1,0	LAF5,0	LAF10,0	LAF50,0	LAF90,0	LAF95,0	LAF99,0	StdDev	NC	NCDecisiveBand	NR	NRDecisiveBand	NCB	NCBCriteria	RC	RCCriteria	Loudness	Loudness_Level	exclude	bull	truck	Marker4	Marker5	Sound	Sound Path	Comment	Comment Path	Note	Note Path	Image	Image Path	Attachment	Marker6	Marker7	Marker8	Marker9	Marker10	Time	
GL 22  007	16/11/2021 9:00:19	00:00:01	0	28,22	29,75	29,50	29,13	28,25	27,51	27,40	27,00	0,63	24,00	8000,00	27,00	8000,00	19,00	(H)		(LF) Marginal	0,93	38,99	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:20	00:00:01	0	33,03	35,20	35,04	34,84	33,37	27,23	27,14	27,02	3,17	35,00	8000,00	39,00	8000,00	21,00	(H)		(HF) Marginal	1,48	45,63	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:21	00:00:01	0	31,39	33,75	33,53	33,25	31,25	30,15	29,60	29,40	1,18	29,00	8000,00	33,00	8000,00	22,00	(H)		(HF) Objectionable	1,42	45,07	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:22	00:00:01	0	30,52	32,70	32,48	32,15	30,66	29,67	29,46	29,20	0,88	27,00	8000,00	31,00	8000,00	21,00	(H)		(HF) Marginal	1,40	44,85	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:23	00:00:01	0	33,11	35,35	35,16	35,00	33,40	29,52	29,40	29,24	2,23	34,00	8000,00	38,00	8000,00	21,00	(H)		(HF) Marginal	1,70	47,63	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:24	00:00:01	0	29,82	33,40	32,80	32,00	29,88	29,20	29,10	29,02	1,15	25,00	4000,00	27,00	4000,00	21,00	(H)		(HF) Marginal	1,26	43,38	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:25	00:00:01	0	29,63	31,00	30,53	30,34	29,46	28,48	28,36	28,23	0,70	26,00	4000,00	28,00	4000,00	22,00	(H)		(HF) Marginal	1,22	42,81	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:26	00:00:01	0	31,21	32,00	31,84	31,75	31,02	30,45	30,34	30,22	0,48	27,00	4000,00	30,00	4000,00	23,00	(H)		(HF) Objectionable	1,49	45,77	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:27	00:00:01	0	33,06	35,10	34,70	34,30	33,08	31,47	31,33	31,20	1,08	30,00	4000,00	34,00	8000,00	24,00	(H)		(HF) Objectionable	1,91	49,35	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:28	00:00:01	0	34,94	36,90	36,65	36,16	34,20	31,57	31,46	31,30	1,69	32,00	250,00	33,00	250,00	23,00	(R) (H)		(N) Acceptable	2,28	51,92	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:29	00:00:01	0	35,32	37,40	37,16	36,95	35,64	33,89	33,80	33,64	1,16	33,00	250,00	34,00	250,00	24,00	(R) (H)		(HF) Marginal	2,27	51,81	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:30	00:00:01	0	36,52	38,50	38,16	38,00	35,54	34,83	34,60	34,20	1,16	33,00	250,00	35,00	8000,00	25,00	(R) (H)	25,00	(HF) Marginal	2,60	53,77	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:31	00:00:01	0	38,33	40,80	40,40	39,60	37,60	35,68	35,26	35,00	1,51	38,00	250,00	38,00	250,00	23,00	(R) (H)		(MF) Marginal	2,61	53,84	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:32	00:00:01	0	38,20	40,70	40,20	39,86	38,50	35,72	35,52	35,30	1,68	37,00	250,00	38,00	250,00	24,00	(R) (H)		(HF) Marginal	2,56	53,54	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:33	00:00:01	0	38,30	40,50	40,28	40,08	38,00	37,28	37,15	36,80	1,07	37,00	250,00	37,00	250,00	27,00	(R) (H)	27,00	(HF) Marginal	2,95	55,60	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:34	00:00:01	0	37,00	39,20	38,93	38,56	37,26	34,70	34,33	34,20	1,44	34,00	250,00	35,00	250,00	25,00	(R) (H)		(HF) Marginal	2,65	54,08	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:35	00:00:01	0	41,53	47,40	46,20	41,00	37,40	35,80	35,65	35,30	2,61	42,00	250,00	43,00	250,00	24,00	(R)		(MF) Objectionable	2,90	55,37	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:36	00:00:01	0	43,61	47,50	47,20	46,70	43,90	41,10	40,56	40,43	2,00	44,00	250,00	45,00	250,00	24,00	(R)		(MF) Objectionable	3,46	57,89	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:37	00:00:01	0	38,69	41,20	40,80	40,50	38,66	36,80	36,40	35,80	1,37	38,00	250,00	39,00	250,00	22,00	(R) (H)		(MF) Marginal	2,50	53,20	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:38	00:00:01	0	39,16	41,73	41,46	41,15	38,10	36,36	36,15	35,90	1,79	39,00	250,00	40,00	250,00	23,00	(R) (H)		(MF) Marginal	2,69	54,30	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:39	00:00:01	0	42,96	45,40	45,00	44,85	42,58	40,46	40,24	40,00	1,47	44,00	250,00	44,00	250,00	22,00	(R)		(MF) Objectionable	3,00	55,83	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:40	00:00:01	0	39,25	42,20	40,85	40,66	38,02	37,20	37,05	36,86	1,35	39,00	250,00	39,00	250,00	22,00	(R) (H)		(MF) Marginal	2,72	54,46	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:41	00:00:01	0	43,17	48,30	47,65	44,00	39,92	39,02	38,86	38,66	2,29	44,00	250,00	45,00	250,00	23,00	(R)		(MF) Objectionable	3,02	55,92	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:42	00:00:01	0	45,45	48,50	47,95	47,66	45,06	44,00	43,83	43,60	1,41	47,00	250,00	47,00	250,00	23,00	(R)		(MF) Objectionable	3,44	57,83	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:43	00:00:01	0	46,32	49,15	48,60	47,95	46,12	45,00	44,66	44,45	1,10	48,00	250,00	48,00	250,00	23,00	(R)		(MF) Objectionable	3,71	58,89	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:44	00:00:01	0	44,71	48,20	47,80	47,30	44,51	41,60	41,43	41,00	1,99	46,00	250,00	46,00	250,00	23,00	(R)		(MF) Objectionable	3,47	57,96	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:45	00:00:01	0	46,90	51,00	49,74	49,60	44,26	42,50	42,13	41,66	2,40	48,00	250,00	48,00	250,00	24,00	(R) (H)		(MF) Objectionable	4,03	60,09	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:46	00:00:01	0	48,67	52,00	51,88	51,55	48,74	46,60	45,90	45,60	1,69	50,00	250,00	50,00	250,00	25,00	(R)	25,00	(MF) Objectionable	4,32	61,12	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:47	00:00:01	0	49,67	51,90	51,40	51,06	48,97	48,03	47,84	47,00	1,15	52,00	250,00	51,00	250,00	26,00	(R)	26,00	(MF) Objectionable	4,90	62,92	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:48	00:00:01	0	47,92	50,20	49,73	49,40	47,96	47,02	46,86	46,60	0,88	50,00	250,00	49,00	250,00	25,00	(R)	25,00	(MF) Objectionable	4,09	60,32	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:49	00:00:01	0	44,62	49,30	49,00	48,60	43,20	42,53	42,35	42,10	2,46	45,00	250,00	46,00	250,00	23,00	(R)		(MF) Objectionable	3,30	57,23	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:50	00:00:01	0	41,95	45,70	45,10	44,60	42,80	38,30	37,73	37,40	2,54	42,00	250,00	43,00	250,00	23,00	(R)		(MF) Objectionable	2,83	55,00	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:51	00:00:01	0	40,57	44,10	43,60	43,30	38,76	36,66	36,53	36,40	2,31	40,00	250,00	41,00	250,00	23,00	(R)		(MF) Objectionable	2,67	54,19	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:52	00:00:01	0	45,47	48,30	47,73	47,40	44,82	43,40	43,00	42,40	1,44	47,00	250,00	47,00	250,00	25,00	(R)	25,00	(MF) Objectionable	3,47	57,95	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:53	00:00:01	0	45,03	47,55	47,36	47,15	45,06	42,56	42,36	42,20	1,52	45,00	250,00	46,00	250,00	26,00	(R)	25,00	(MF) Objectionable	3,73	59,00	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:54	00:00:01	0	44,63	46,90	46,70	46,46	44,53	42,13	41,90	41,50	1,64	46,00	250,00	46,00	250,00	24,00	(R)	25,00	(MF) Objectionable	3,32	57,30	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:55	00:00:01	0	41,45	45,50	45,20	44,55	40,46	39,46	39,30	39,10	1,95	42,00	250,00	42,00	250,00	24,00	(R)		(MF) Objectionable	2,92	55,46	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:56	00:00:01	0	46,48	49,53	49,20	48,40	45,60	42,20	39,50	39,20	2,35	48,00	250,00	48,00	250,00	25,00	(R)	26,00	(MF) Objectionable	3,85	59,45	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:57	00:00:01	0	43,14	48,40	48,05	47,60	42,85	42,10	41,90	41,60	2,01	43,00	250,00	44,00	250,00	26,00	(R)	26,00	(MF) Objectionable	3,34	57,39	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:58	00:00:01	0	40,46	42,93	42,50	42,00	40,01	38,92	38,66	38,20	1,15	39,00	250,00	40,00	250,00	26,00	(R)	26,00	(MF) Marginal	3,13	56,47	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:00:59	00:00:01	0	44,11	46,40	46,13	45,90	42,32	41,31	41,16	41,00	1,79	45,00	250,00	45,00	250,00	26,00	(R)	26,00	(MF) Objectionable	3,53	58,20	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:00	00:00:01	0	44,90	46,73	46,52	46,35	44,73	43,56	43,36	43,20	1,04	45,00	250,00	46,00	250,00	26,00	(R)	26,00	(MF) Objectionable	3,79	59,21	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:01	00:00:01	0	46,02	48,40	48,12	47,96	45,76	43,84	43,64	43,30	1,59	47,00	250,00	47,00	250,00	26,00	(R)	26,00	(MF) Objectionable	3,79	59,21	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:02	00:00:01	0	42,80	45,50	45,13	44,92	42,84	40,70	40,46	40,26	1,46	43,00	250,00	43,00	250,00	25,00	(R)	26,00	(MF) Marginal	3,19	56,72	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:03	00:00:01	0	42,88	44,60	44,13	43,78	42,56	41,50	40,60	40,20	1,01	43,00	250,00	43,00	250,00	25,00	(R)	25,00	(MF) Objectionable	3,20	56,76	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:04	00:00:01	0	47,34	50,00	49,40	49,13	46,64	43,80	43,20	42,20	1,74	49,00	250,00	48,00	250,00	27,00	(R)	27,00	(MF) Objectionable	4,17	60,59	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:05	00:00:01	0	46,37	48,80	48,46	48,30	46,50	44,08	43,86	43,60	1,62	47,00	250,00	47,00	250,00	27,00	(R)	29,00	(MF) Objectionable	3,99	59,97	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:06	00:00:01	0	44,32	46,35	46,16	46,00	43,98	43,26	43,12	42,90	1,05	45,00	250,00	45,00	250,00	27,00	(R)	27,00	(MF) Objectionable	3,65	58,67	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:07	00:00:01	0	44,11	46,80	46,55	46,26	44,06	41,02	40,80	40,46	1,86	45,00	250,00	45,00	250,00	27,00	(R)	28,00	(MF) Marginal	3,59	58,45	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:08	00:00:01	0	41,41	44,60	44,20	43,80	40,03	39,30	39,21	38,90	1,51	41,00	250,00	42,00	250,00	26,00	(R)	27,00	(MF) Marginal	3,08	56,21	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:09	00:00:01	0	44,57	45,70	45,50	45,35	44,57	43,70	43,50	43,26	0,62	45,00	250,00	45,00	250,00	28,00	(R)	28,00	(MF) Marginal	3,72	58,93	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:10	00:00:01	0	43,93	45,80	45,30	45,00	43,84	43,00	42,83	42,40	0,73	44,00	250,00	45,00	250,00	26,00	(R)	28,00	(MF) Marginal	3,49	58,04	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:11	00:00:01	0	44,23	46,60	46,16	46,00	43,86	42,71	42,63	42,46	1,21	44,00	250,00	45,00	250,00	28,00	(R)	30,00	(MF) Marginal	3,58	58,38	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:12	00:00:01	0	45,02	47,60	47,30	47,08	44,20	42,76	42,56	42,40	1,62	46,00	250,00	46,00	250,00	28,00	(R)	29,00	(MF) Marginal	3,82	59,35	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:13	00:00:01	0	44,18	46,60	46,40	45,80	44,13	41,91	41,60	41,44	1,40	44,00	250,00	44,00	250,00	30,00	(R)	30,00	(MF) Marginal	4,16	60,55	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:14	00:00:01	0	40,63	44,50	43,93	43,60	40,76	40,00	39,88	39,80	1,23	39,00	250,00	40,00	250,00	28,00	(R)	29,00	(N) Acceptable	3,28	57,13	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:15	00:00:01	0	43,12	45,55	45,35	45,10	42,11	40,00	39,83	39,65	1,66	42,00	250,00	43,00	250,00	28,00	(R)	30,00	(MF) Marginal	3,67	58,75	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:16	00:00:01	0	40,81	44,95	44,76	44,55	40,70	37,76	37,66	37,50	2,77	38,00	250,00	41,00	8000,00	29,00	(R) (H)	29,00	(N) Acceptable	3,65	58,68	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:17	00:00:01	0	40,65	43,50	43,25	42,60	39,68	37,76	37,66	37,50	1,70	38,00	250,00	39,00	8000,00	28,00	(R) (H)	29,00	(N) Acceptable	3,68	58,79	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:18	00:00:01	0	45,49	46,53	46,20	45,95	45,13	44,42	43,93	42,80	0,72	45,00	250,00	45,00	250,00	31,00	(R) (H)	32,00	(MF) Marginal	4,77	62,52	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:19	00:00:01	0	42,06	45,70	45,20	44,00	42,25	41,57	41,46	41,30	1,03	41,00	250,00	42,00	250,00	28,00	(R)	30,00	(MF) Marginal	3,40	57,66	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:20	00:00:01	0	45,53	47,75	47,36	47,20	45,10	42,93	42,20	41,65	1,78	44,00	250,00	46,00	8000,00	30,00	(R) (H)	31,00	(MF) Marginal	4,79	62,60	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:21	00:00:01	0	43,77	49,33	48,80	47,80	41,22	40,30	40,10	39,86	2,79	46,00	8000,00	50,00	8000,00	28,00	(R) (H)	28,00	(N) Acceptable	4,08	60,27	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:22	00:00:01	0	43,10	49,50	49,00	48,00	38,46	37,07	37,00	36,80	4,16	46,00	8000,00	50,00	8000,00	27,00	(R) (H)	27,00	(N) Acceptable	3,68	58,81	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:23	00:00:01	0	40,02	44,60	43,40	42,56	39,70	38,72	38,53	38,40	1,57	38,00	250,00	39,00	250,00	26,00	(R)	28,00	(N) Acceptable	2,80	54,83	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:24	00:00:01	0	45,29	50,70	50,20	49,00	43,70	41,73	41,33	40,60	2,74	47,00	8000,00	50,00	8000,00	29,00	(R) (H)	30,00	(N) Acceptable	4,62	62,08	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:25	00:00:01	0	42,25	45,95	45,75	45,00	40,73	40,08	39,86	39,40	1,87	42,00	8000,00	46,00	8000,00	28,00	(R) (H)	29,00	(N) Acceptable	3,78	59,19	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:26	00:00:01	0	42,99	44,80	44,52	44,15	42,00	40,96	40,80	40,60	1,29	42,00	250,00	43,00	250,00	27,00	(R)	28,00	(MF) Marginal	3,32	57,32	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:27	00:00:01	0	44,30	48,80	48,40	47,40	43,85	41,75	41,40	41,05	1,94	44,00	8000,00	48,00	8000,00	27,00	(R) (H)	28,00	(N) Acceptable	4,13	60,45	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:28	00:00:01	0	41,62	45,90	45,60	45,00	40,80	39,20	39,05	38,86	1,98	41,00	8000,00	44,00	8000,00	26,00	(R) (H)	27,00	(N) Acceptable	3,65	58,69	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:29	00:00:01	0	42,13	47,00	46,60	45,60	39,92	38,67	38,62	38,40	2,25	43,00	8000,00	47,00	8000,00	27,00	(R) (H)	27,00	(N) Acceptable	3,75	59,06	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:30	00:00:01	0	38,86	45,00	43,80	42,60	39,26	38,40	38,25	38,06	1,66	36,00	250,00	37,00	250,00	27,00	(R)	28,00	(N) Acceptable	2,87	55,20	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:31	00:00:01	0	42,62	47,40	46,90	46,20	41,00	39,74	39,65	39,50	2,32	43,00	8000,00	47,00	8000,00	28,00	(R) (H)	28,00	(N) Acceptable	3,97	59,87	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:32	00:00:01	0	39,51	40,20	40,06	39,95	39,52	39,08	38,96	38,80	0,32	38,00	250,00	38,00	250,00	26,00	(R) (H)	27,00	(N) Acceptable	2,95	55,60	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:33	00:00:01	0	41,45	43,00	42,84	42,40	41,46	39,41	39,20	39,04	1,15	39,00	250,00	40,00	250,00	29,00	(R)	30,00	(N) Acceptable	3,36	57,48	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:34	00:00:01	0	42,77	45,13	44,80	44,33	42,17	41,00	40,76	40,60	1,21	40,00	250,00	42,00	8000,00	30,00	(R) (H)	30,00	(N) Acceptable	4,18	60,65	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:35	00:00:01	0	43,07	44,90	44,57	44,42	43,44	41,28	41,13	41,00	1,19	41,00	250,00	42,00	250,00	29,00	(R)	31,00	(N) Acceptable	3,64	58,63	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:36	00:00:01	0	41,87	42,90	42,70	42,55	42,03	40,85	40,70	40,50	0,65	39,00	250,00	40,00	250,00	29,00	(R)	30,00	(N) Acceptable	3,72	58,95	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:37	00:00:01	0	42,86	43,80	43,60	43,38	42,80	42,07	41,80	41,40	0,54	41,00	250,00	42,00	250,00	28,00	(R)	31,00	(N) Acceptable	3,52	58,15	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:38	00:00:01	0	43,62	44,80	44,71	44,60	43,32	42,68	42,45	42,20	0,67	42,00	250,00	43,00	250,00	30,00	(R)	31,00	(N) Acceptable	4,09	60,33	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:39	00:00:01	0	44,28	46,35	46,10	45,70	44,62	43,00	42,00	41,20	1,06	43,00	250,00	44,00	250,00	30,00	(R) (H)	30,00	(N) Acceptable	4,07	60,25	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:40	00:00:01	0	39,72	40,93	40,74	40,60	39,97	38,66	38,50	38,30	0,74	36,00	250,00	37,00	250,00	28,00	(R)	29,00	(N) Acceptable	3,15	56,57	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:41	00:00:01	0	40,52	41,38	41,31	41,23	40,55	39,82	39,66	39,46	0,51	38,00	250,00	38,00	250,00	29,00	(R) (H)	30,00	(N) Acceptable	3,33	57,36	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:42	00:00:01	0	39,26	40,13	39,96	39,89	39,25	38,85	38,80	38,65	0,39	35,00	250,00	35,00	250,00	27,00	(R)	29,00	(N) Acceptable	2,94	55,54	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:43	00:00:01	0	39,55	40,36	40,20	40,12	39,48	38,81	38,68	38,40	0,50	36,00	250,00	37,00	250,00	28,00	(R)	29,00	(N) Acceptable	3,06	56,14	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:44	00:00:01	0	39,05	40,40	40,26	40,10	39,18	38,40	38,11	38,00	0,60	36,00	250,00	36,00	250,00	27,00	(R) (H)	29,00	(N) Acceptable	2,94	55,54	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:45	00:00:01	0	37,38	38,60	38,12	37,97	37,50	36,33	36,16	36,00	0,65	33,00	250,00	34,00	250,00	25,00	(R) (H)	28,00	(N) Acceptable	2,42	52,77	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:46	00:00:01	0	40,59	41,73	41,56	41,46	40,48	38,76	38,60	38,40	0,98	38,00	250,00	38,00	250,00	27,00	(R)	29,00	(N) Acceptable	3,20	56,77	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:47	00:00:01	0	44,99	46,90	46,20	45,60	44,58	42,00	41,00	40,66	1,59	44,00	250,00	44,00	250,00	28,00	(R)	31,00	(MF) Marginal	3,77	59,15	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:48	00:00:01	0	46,29	48,35	48,10	47,80	46,10	45,31	45,20	44,90	0,95	45,00	250,00	46,00	250,00	30,00	(R)	32,00	(MF) Marginal	4,33	61,13	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:49	00:00:01	0	44,35	47,20	46,90	46,53	44,10	42,73	42,56	42,40	1,40	43,00	250,00	43,00	250,00	28,00	(R)	31,00	(N) Acceptable	3,74	59,02	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:50	00:00:01	0	41,85	42,93	42,77	42,70	42,15	41,36	41,10	40,40	0,54	39,00	250,00	40,00	250,00	28,00	(R)	30,00	(N) Acceptable	3,46	57,92	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:51	00:00:01	0	37,94	40,20	40,08	39,86	38,03	37,15	36,93	36,80	0,96	33,00	1000,00	34,00	1000,00	28,00	(R) (H)	30,00	(N) Acceptable	2,74	54,56	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:52	00:00:01	0	37,18	38,10	37,93	37,82	37,42	36,62	36,51	36,42	0,44	31,00	1000,00	33,00	1000,00	27,00	(R) (H)	29,00	(N) Acceptable	2,69	54,26	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:53	00:00:01	0	36,85	37,37	37,28	37,18	36,79	36,49	36,43	36,30	0,25	32,00	1000,00	33,00	1000,00	27,00	(H)	29,00	(N) Acceptable	2,48	53,07	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:54	00:00:01	0	37,41	38,33	38,12	37,96	37,16	36,60	36,50	36,42	0,50	31,00	1000,00	33,00	1000,00	28,00	(R) (H)	29,00	(N) Acceptable	2,64	54,02	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
