Project Name	Start Time	Elapsed Time	Momentary Overload	LAeq	LAF1,0	LAF5,0	LAF10,0	LAF50,0	LAF90,0	LAF95,0	LAF99,0	StdDev	NC	NCDecisiveBand	NR	NRDecisiveBand	NCB	NCBCriteria	RC	RCCriteria	Loudness	Loudness_Level	exclude	bull	truck	Marker4	Marker5	Sound	Sound Path	Comment	Comment Path	Note	Note Path	Image	Image Path	Attachment	Marker6	Marker7	Marker8	Marker9	Marker10	Time	
GL 22  007	16/11/2021 9:03:31	00:00:01	0	28,73	30,70	30,26	29,80	28,30	27,70	27,65	27,61	0,77	22,00	1000,00	26,00	8000,00	21,00	(H)		(HF) Marginal	1,00	39,96	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:32	00:00:01	0	30,17	32,80	32,50	32,20	29,90	28,35	28,26	28,20	1,46	29,00	4000,00	32,00	4000,00	23,00	(H)		(HF) Objectionable	1,22	42,82	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:33	00:00:01	0	32,43	34,40	34,10	33,84	31,65	28,32	28,26	28,21	2,26	31,00	4000,00	35,00	4000,00	24,00	(H)		(HF) Objectionable	1,57	46,49	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:34	00:00:01	0	32,05	34,17	34,05	33,90	32,44	30,91	30,83	30,66	1,08	31,00	4000,00	34,00	4000,00	24,00	(H)		(HF) Objectionable	1,52	46,00	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:35	00:00:01	0	28,84	31,13	30,90	30,68	28,80	27,90	27,83	27,66	0,98	24,00	4000,00	27,00	4000,00	21,00	(H)		(HF) Objectionable	1,01	40,17	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:36	00:00:01	0	28,35	29,33	29,06	28,91	28,25	27,85	27,82	27,80	0,43	23,00	1000,00	25,00	1000,00	20,00	(H)		(HF) Marginal	0,89	38,35	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:37	00:00:01	0	28,00	28,95	28,70	28,54	27,91	27,56	27,48	27,41	0,37	22,00	1000,00	25,00	8000,00	20,00	(H)		(HF) Marginal	0,91	38,75	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:38	00:00:01	0	29,42	30,80	30,60	30,31	28,81	28,24	28,20	28,00	0,79	26,00	4000,00	29,00	8000,00	22,00	(H)		(HF) Objectionable	1,12	41,63	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:39	00:00:01	0	31,06	33,20	32,86	32,45	30,92	29,52	29,33	29,20	1,14	28,00	8000,00	32,00	8000,00	23,00	(H)		(HF) Objectionable	1,39	44,71	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:40	00:00:01	0	29,02	30,90	30,56	30,40	29,50	28,16	28,06	27,90	0,85	24,00	4000,00	27,00	8000,00	22,00	(H)		(HF) Objectionable	1,06	40,89	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:41	00:00:01	0	30,05	31,60	31,26	30,86	30,16	28,30	28,24	28,10	0,99	27,00	4000,00	30,00	4000,00	22,00	(H)		(HF) Objectionable	1,23	43,00	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:42	00:00:01	0	29,27	31,13	30,60	30,00	29,08	28,42	28,34	28,22	0,66	24,00	4000,00	27,00	4000,00	22,00	(H)		(HF) Objectionable	1,10	41,35	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:43	00:00:01	0	28,84	30,30	29,70	29,48	28,68	28,12	27,75	27,50	0,56	24,00	4000,00	28,00	8000,00	21,00	(H)		(HF) Objectionable	1,03	40,43	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:44	00:00:01	0	29,13	31,73	31,40	30,86	29,08	27,94	27,85	27,70	1,06	25,00	4000,00	28,00	8000,00	21,00	(H)		(HF) Objectionable	1,07	41,02	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:45	00:00:01	0	28,60	29,93	28,78	28,73	28,35	27,84	27,72	27,62	0,41	23,00	1000,00	25,00	1000,00	21,00	(H)		(HF) Marginal	0,95	39,32	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:46	00:00:01	0	30,12	31,17	31,07	30,96	30,29	29,05	28,70	28,46	0,71	28,00	4000,00	31,00	4000,00	23,00	(H)		(HF) Objectionable	1,25	43,18	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:47	00:00:01	0	29,16	30,55	30,36	30,16	28,84	28,20	28,05	27,86	0,68	25,00	4000,00	28,00	4000,00	22,00	(H)		(HF) Objectionable	1,09	41,22	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:48	00:00:01	0	28,22	29,95	29,70	29,15	28,30	28,02	28,00	27,84	0,49	23,00	1000,00	25,00	1000,00	20,00	(H)		(HF) Marginal	0,89	38,42	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:49	00:00:01	0	29,25	30,30	30,00	29,55	29,00	28,44	28,36	28,20	0,46	25,00	8000,00	29,00	8000,00	21,00	(H)		(HF) Objectionable	1,07	40,96	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:50	00:00:01	0	29,66	31,53	31,20	30,88	30,03	28,55	28,44	28,26	0,88	25,00	2000,00	27,00	2000,00	21,00	(H)		(HF) Objectionable	1,09	41,24	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:51	00:00:01	0	28,30	29,35	29,18	29,12	28,40	27,52	27,43	27,26	0,59	23,00	1000,00	25,00	1000,00	21,00	(H)		(HF) Objectionable	0,92	38,84	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:52	00:00:01	0	28,38	28,78	28,72	28,64	28,34	27,68	27,61	27,45	0,35	23,00	1000,00	25,00	1000,00	20,00	(H)		(HF) Marginal	0,88	38,24	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:53	00:00:01	0	30,93	32,80	32,40	32,23	31,10	28,92	28,83	28,66	1,29	28,00	8000,00	32,00	8000,00	23,00	(H)		(HF) Objectionable	1,36	44,39	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:54	00:00:01	0	30,83	31,70	31,45	31,20	30,69	29,80	29,08	28,86	0,61	25,00	1000,00	27,00	1000,00	23,00	(H)		(HF) Objectionable	1,30	43,82	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:55	00:00:01	0	30,90	31,80	31,40	31,32	30,70	30,24	30,16	30,00	0,43	27,00	4000,00	29,00	4000,00	23,00	(H)		(HF) Objectionable	1,33	44,15	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:56	00:00:01	0	32,61	33,60	33,26	33,14	32,36	31,62	31,44	31,25	0,59	30,00	4000,00	33,00	4000,00	25,00	(H)	25,00	(HF) Objectionable	1,65	47,25	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:57	00:00:01	0	34,09	35,30	35,14	35,04	33,92	32,84	32,71	32,62	0,78	29,00	2000,00	32,00	4000,00	27,00	(H)	27,00	(HF) Objectionable	1,95	49,60	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:58	00:00:01	0	32,01	34,00	33,84	33,60	32,13	31,28	31,20	31,04	0,86	26,00	1000,00	28,00	1000,00	25,00	(H)	25,00	(HF) Marginal	1,56	46,45	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:59	00:00:01	0	33,13	35,30	34,90	34,60	32,94	31,21	31,06	30,80	1,24	29,00	4000,00	32,00	4000,00	26,00	(H)	25,00	(HF) Objectionable	1,82	48,66	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:00	00:00:01	0	33,81	34,17	34,08	33,99	33,74	33,41	32,93	32,66	0,30	28,00	1000,00	32,00	8000,00	26,00	(H)	27,00	(HF) Marginal	1,94	49,57	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:01	00:00:01	0	33,36	34,70	34,51	34,39	33,73	32,25	32,12	32,02	0,84	28,00	1000,00	30,00	1000,00	26,00	(H)	27,00	(HF) Marginal	1,79	48,40	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:02	00:00:01	0	33,31	34,33	34,12	33,96	33,36	32,02	31,90	31,80	0,73	29,00	4000,00	33,00	8000,00	26,00	(H)	25,00	(HF) Objectionable	1,82	48,60	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:03	00:00:01	0	33,67	34,96	34,83	34,66	33,50	32,46	32,34	32,22	0,78	28,00	1000,00	30,00	1000,00	26,00	(H)	27,00	(HF) Objectionable	1,87	49,03	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:04	00:00:01	0	31,92	33,20	32,95	32,82	32,08	31,00	30,90	30,82	0,69	26,00	1000,00	28,00	1000,00	25,00	(H)	26,00	(HF) Objectionable	1,52	46,04	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:05	00:00:01	0	33,52	34,40	34,26	34,15	33,50	32,66	32,54	32,42	0,57	28,00	2000,00	32,00	8000,00	26,00	(H)	27,00	(HF) Objectionable	1,82	48,67	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:06	00:00:01	0	31,23	32,97	32,85	32,53	30,73	30,45	30,42	30,40	0,80	26,00	2000,00	28,00	2000,00	24,00	(H)	25,00	(HF) Objectionable	1,35	44,30	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:07	00:00:01	0	33,07	34,10	33,85	33,53	33,02	32,08	31,96	31,83	0,54	28,00	2000,00	30,00	2000,00	25,00	(H)	27,00	(HF) Marginal	1,62	46,94	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:08	00:00:01	0	33,29	33,97	33,85	33,74	33,27	33,05	33,02	33,00	0,24	28,00	1000,00	30,00	1000,00	25,00	(H)	27,00	(HF) Marginal	1,65	47,25	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:09	00:00:01	0	34,46	36,00	35,60	35,24	34,08	33,25	33,20	33,04	0,75	30,00	8000,00	34,00	8000,00	26,00	(H)	27,00	(HF) Objectionable	1,99	49,94	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:10	00:00:01	0	34,60	36,30	35,90	35,60	34,37	33,69	33,62	33,46	0,78	29,00	1000,00	32,00	4000,00	27,00	(H)	27,00	(HF) Objectionable	2,04	50,31	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:11	00:00:01	0	36,70	37,50	37,36	37,31	36,68	35,18	35,08	35,00	0,83	32,00	1000,00	33,00	1000,00	28,00	(H)	30,00	(HF) Marginal	2,48	53,09	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:12	00:00:01	0	37,49	38,20	38,14	38,07	37,41	36,60	36,36	36,20	0,54	33,00	1000,00	34,00	1000,00	30,00	(H)	31,00	(HF) Marginal	2,64	53,99	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:13	00:00:01	0	37,09	38,15	37,93	37,65	37,30	36,69	36,61	36,45	0,37	32,00	1000,00	34,00	1000,00	29,00	(H)	30,00	(HF) Marginal	2,54	53,45	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:14	00:00:01	0	36,47	36,96	36,80	36,77	36,51	36,25	36,22	36,20	0,19	31,00	1000,00	33,00	1000,00	28,00	(H)	30,00	(HF) Marginal	2,34	52,27	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:15	00:00:01	0	36,95	37,95	37,78	37,71	36,86	36,17	36,06	35,90	0,60	33,00	1000,00	35,00	1000,00	28,00	(H)	31,00	(HF) Marginal	2,31	52,08	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:16	00:00:01	0	35,41	36,50	36,25	36,11	35,62	34,96	34,86	34,70	0,44	30,00	1000,00	32,00	1000,00	28,00	(H)	29,00	(HF) Objectionable	2,09	50,61	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:17	00:00:01	0	35,77	36,95	36,77	36,62	35,68	35,05	34,96	34,83	0,56	31,00	1000,00	33,00	1000,00	28,00	(H)	29,00	(HF) Marginal	2,32	52,11	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:18	00:00:01	0	35,34	35,95	35,76	35,60	35,25	34,96	34,76	34,63	0,26	31,00	1000,00	33,00	1000,00	27,00	(H)	30,00	(HF) Marginal	2,04	50,29	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:19	00:00:01	0	33,95	35,60	35,32	35,14	34,10	33,28	33,16	33,03	0,68	29,00	1000,00	31,00	1000,00	27,00	(H)	28,00	(HF) Objectionable	1,80	48,46	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:20	00:00:01	0	33,14	34,70	34,48	34,32	33,48	32,25	32,20	31,90	0,80	28,00	4000,00	31,00	8000,00	26,00	(H)	26,00	(HF) Objectionable	1,80	48,48	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:21	00:00:01	0	31,70	32,57	32,45	32,36	31,74	31,16	30,96	30,83	0,45	26,00	1000,00	28,00	1000,00	24,00	(H)	25,00	(HF) Objectionable	1,40	44,81	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:22	00:00:01	0	32,62	33,38	33,32	33,25	32,55	31,60	31,50	31,42	0,59	27,00	1000,00	30,00	4000,00	25,00	(H)	26,00	(HF) Objectionable	1,63	47,01	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:23	00:00:01	0	32,64	33,40	33,26	33,16	32,56	32,10	32,01	31,85	0,40	27,00	1000,00	29,00	1000,00	25,00	(H)	26,00	(HF) Objectionable	1,61	46,89	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:24	00:00:01	0	33,19	34,93	34,66	34,30	32,83	31,98	31,88	31,80	0,90	29,00	4000,00	32,00	4000,00	26,00	(H)	26,00	(HF) Objectionable	1,73	47,92	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:25	00:00:01	0	31,94	33,60	33,40	33,20	31,83	31,30	31,16	31,03	0,69	26,00	1000,00	29,00	4000,00	25,00	(H)	25,00	(HF) Objectionable	1,52	46,00	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:26	00:00:01	0	33,68	36,60	36,30	36,06	32,28	31,68	31,56	31,43	1,62	30,00	4000,00	33,00	4000,00	27,00	(H)	26,00	(HF) Objectionable	1,83	48,69	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:27	00:00:01	0	32,96	35,57	35,45	35,35	32,80	31,10	31,03	30,86	1,70	29,00	4000,00	32,00	4000,00	26,00	(H)	26,00	(HF) Objectionable	1,69	47,60	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:28	00:00:01	0	30,00	31,20	31,06	30,88	29,96	29,60	29,48	29,40	0,48	24,00	1000,00	26,00	1000,00	23,00	(H)		(HF) Marginal	1,19	42,46	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:29	00:00:01	0	30,83	33,80	33,60	32,60	29,76	28,88	28,80	28,64	1,30	28,00	4000,00	31,00	4000,00	24,00	(H)		(HF) Objectionable	1,35	44,29	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:30	00:00:01	0	31,30	33,33	33,15	33,04	31,80	29,60	29,35	29,10	1,32	27,00	4000,00	31,00	8000,00	24,00	(H)		(HF) Objectionable	1,43	45,19	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:31	00:00:01	0	29,52	30,76	30,60	30,52	29,50	29,21	29,14	29,02	0,49	24,00	1000,00	26,00	1000,00	22,00	(H)		(HF) Marginal	1,05	40,73	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:32	00:00:01	0	30,09	32,10	31,85	31,53	29,53	28,90	28,70	28,46	0,96	25,00	4000,00	28,00	4000,00	23,00	(H)		(HF) Objectionable	1,21	42,74	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:33	00:00:01	0	30,70	32,10	31,70	31,51	30,60	29,75	29,54	29,42	0,66	28,00	8000,00	32,00	8000,00	22,00	(H)		(HF) Objectionable	1,32	43,99	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:34	00:00:01	0	32,87	34,60	34,40	33,73	31,83	31,33	31,25	31,00	0,97	31,00	8000,00	35,00	8000,00	25,00	(H)		(HF) Objectionable	1,76	48,13	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:35	00:00:01	0	32,51	36,00	35,60	35,25	31,75	31,02	30,85	30,50	1,65	33,00	8000,00	37,00	8000,00	23,00	(H)		(HF) Objectionable	1,54	46,24	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:36	00:00:01	0	31,95	35,13	34,80	33,90	31,50	30,00	29,72	29,50	1,38	29,00	4000,00	32,00	4000,00	24,00	(H)		(HF) Objectionable	1,52	46,02	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:37	00:00:01	0	31,60	33,40	33,00	32,76	31,51	30,78	30,69	30,61	0,74	30,00	8000,00	34,00	8000,00	23,00	(H)		(HF) Objectionable	1,47	45,52	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:38	00:00:01	0	30,45	31,40	31,06	30,92	30,45	29,84	29,75	29,50	0,43	27,00	8000,00	31,00	8000,00	22,00	(H)		(HF) Marginal	1,26	43,29	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:39	00:00:01	0	31,37	34,10	33,70	33,10	31,17	29,97	29,82	29,65	1,10	28,00	4000,00	32,00	8000,00	23,00	(H)		(HF) Objectionable	1,45	45,37	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:40	00:00:01	0	31,25	32,70	32,40	32,05	30,98	30,29	30,20	30,04	0,67	28,00	8000,00	32,00	8000,00	23,00	(H)		(HF) Objectionable	1,45	45,35	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:41	00:00:01	0	30,02	31,15	30,93	30,68	30,18	29,88	29,81	29,60	0,31	25,00	1000,00	27,00	1000,00	22,00	(H)		(HF) Marginal	1,16	42,18	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:42	00:00:01	0	31,53	34,60	34,20	33,50	31,20	29,62	29,52	29,42	1,49	27,00	4000,00	31,00	8000,00	24,00	(H)		(HF) Objectionable	1,47	45,52	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:43	00:00:01	0	31,03	34,00	33,40	32,90	29,93	29,52	29,45	29,40	1,34	28,00	4000,00	31,00	4000,00	24,00	(H)		(HF) Objectionable	1,35	44,30	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:44	00:00:01	0	31,92	32,70	32,48	32,28	31,82	31,43	31,35	30,90	0,34	27,00	1000,00	29,00	1000,00	25,00	(H)	25,00	(HF) Objectionable	1,45	45,39	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:45	00:00:01	0	31,82	32,33	32,16	32,08	31,85	31,55	31,47	31,41	0,19	27,00	1000,00	29,00	1000,00	24,00	(H)	25,00	(HF) Objectionable	1,41	44,98	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:46	00:00:01	0	32,37	32,95	32,77	32,62	32,31	31,94	31,87	31,81	0,26	27,00	1000,00	29,00	1000,00	24,00	(H)	26,00	(HF) Objectionable	1,56	46,41	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:47	00:00:01	0	32,22	33,20	32,96	32,80	32,23	31,78	31,69	31,61	0,39	26,00	1000,00	29,00	2000,00	25,00	(H)	26,00	(HF) Marginal	1,58	46,62	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:48	00:00:01	0	31,66	32,33	32,16	32,07	31,66	31,31	31,16	31,03	0,28	26,00	1000,00	28,00	1000,00	24,00	(H)	25,00	(HF) Objectionable	1,40	44,80	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:49	00:00:01	0	31,68	32,20	32,13	32,05	31,70	31,32	31,24	31,10	0,26	27,00	2000,00	29,00	2000,00	24,00	(H)	26,00	(HF) Marginal	1,35	44,29	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:50	00:00:01	0	42,37	47,00	46,60	46,00	41,20	32,23	32,13	31,80	5,82	44,00	8000,00	48,00	8000,00	29,00	(H)	27,00	(HF) Objectionable	3,29	57,17	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:51	00:00:01	0	41,10	48,70	38,70	38,00	33,68	32,85	32,80	32,50	2,89	43,00	8000,00	46,00	8000,00	29,00	(H)	27,00	(HF) Objectionable	2,93	55,52	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:52	00:00:01	0	47,79	52,30	51,40	50,70	47,10	37,60	36,80	36,00	4,81	50,00	8000,00	54,00	8000,00	31,00	(H)	28,00	(HF) Objectionable	4,09	60,31	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:53	00:00:01	0	47,79	53,20	50,80	50,45	45,40	35,70	35,00	34,50	5,63	50,00	8000,00	54,00	8000,00	31,00	(H)	28,00	(HF) Objectionable	4,18	60,62	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:54	00:00:01	0	34,38	52,40	51,20	49,40	37,40	33,10	32,90	32,70	6,21	32,00	8000,00	36,00	8000,00	26,00	(H)	26,00	(HF) Objectionable	1,98	49,85	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:55	00:00:01	0	45,71	51,20	50,60	49,80	43,20	33,60	32,71	32,60	6,16	48,00	8000,00	51,00	8000,00	29,00	(H)	26,00	(HF) Objectionable	3,54	58,22	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:56	00:00:01	0	31,41	33,20	32,75	32,40	31,75	30,95	30,70	30,46	0,57	26,00	2000,00	28,00	2000,00	23,00	(H)	25,00	(HF) Marginal	1,41	44,96	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:57	00:00:01	0	31,27	31,96	31,83	31,74	31,20	30,83	30,74	30,62	0,34	27,00	8000,00	31,00	8000,00	23,00	(H)		(HF) Marginal	1,44	45,22	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:58	00:00:01	0	31,07	31,76	31,60	31,55	31,10	30,34	30,25	30,10	0,46	27,00	4000,00	30,00	4000,00	24,00	(H)		(HF) Objectionable	1,40	44,87	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:04:59	00:00:01	0	47,83	53,70	52,80	51,90	45,40	30,86	30,76	30,63	8,71	51,00	8000,00	54,00	8000,00	28,00	(H)		(HF) Objectionable	3,59	58,44	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:00	00:00:01	0	30,99	39,80	38,60	37,20	31,67	31,11	30,93	30,66	2,43	25,00	1000,00	27,00	1000,00	23,00	(H)		(HF) Marginal	1,38	44,67	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:01	00:00:01	0	32,77	34,16	34,03	33,80	32,58	31,52	31,44	31,30	0,82	27,00	1000,00	29,00	1000,00	25,00	(H)	26,00	(HF) Marginal	1,69	47,59	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:02	00:00:01	0	33,25	34,70	34,20	33,88	32,87	32,47	32,42	32,26	0,60	28,00	2000,00	31,00	4000,00	26,00	(H)	26,00	(HF) Objectionable	1,76	48,19	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:03	00:00:01	0	32,33	33,40	33,20	33,15	32,82	31,55	31,44	31,26	0,60	27,00	2000,00	29,00	2000,00	25,00	(H)	26,00	(HF) Objectionable	1,59	46,68	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:04	00:00:01	0	31,10	32,80	32,45	32,00	30,94	30,20	30,07	29,90	0,72	26,00	2000,00	28,00	2000,00	23,00	(H)		(HF) Marginal	1,26	43,30	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:05	00:00:01	0	45,00	52,60	51,60	50,20	32,06	31,40	31,16	31,00	7,93	48,00	8000,00	52,00	8000,00	28,00	(H)	25,00	(HF) Objectionable	3,37	57,54	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:05:06	00:00:01	0	32,74	45,00	43,60	42,00	33,70	33,02	32,94	32,82	3,58	27,00	1000,00	29,00	1000,00	25,00	(H)	26,00	(HF) Marginal	1,70	47,69	0	0	1	0	0	1		0		0		0		0	0	0	0	0	0	0	
